quote_author_handle,quote_author_category,quote_posted_at,quote_tweet_id,quote_tweet_url,quote_text,core_handle,core_posted_at,quoted_core_tweet_id,core_tweet_url,core_text,core_media_ids,core_media_types,core_release_asset_urls,core_quote_count
CBP,core,2025-01-24T18:05:17.000Z,1882852184926134487,https://x.com/CBP/status/1882852184926134487,https://x.com/CBPJobs/status/1882450831481487678,CBPJobs,2025-01-23T15:30:27.000Z,1882450831481487678,https://x.com/CBPJobs/status/1882450831481487678,"Swing by the U.S. Border Patrol booth at TYR Wodapalooza, January 23-26, in Miami Beach, FL.

Connect with recruiters, celebrate fitness, and explore a career as a Border Patrol Agent with up to $30,000 in recruitment incentives: https://go.dhs.gov/Uy5

#CBPCareers #BorderPatrol https://t.co/KxtCdrewXs",3_1882450829220651008,photo,https://github.com/vidproject/x/releases/download/media-CBPJobs/3_1882450829220651008.jpg,1
CBP,core,2025-01-24T18:10:12.000Z,1882853422820388968,https://x.com/CBP/status/1882853422820388968,https://x.com/WhiteHouse/status/1882842972150288732,WhiteHouse,2025-01-24T17:28:40.000Z,1882842972150288732,https://x.com/WhiteHouse/status/1882842972150288732,"The US Marine Corps Is On The Border Assisting CBP With The Mission To Secure America

Promise Made --&gt; Promise KEPT! https://t.co/t384DH1FDl",7_1882842866914832384,video,https://github.com/vidproject/x/releases/download/media-WhiteHouse/7_1882842866914832384.mp4,1842
CBP,core,2025-01-31T23:15:12.000Z,1885466892887842829,https://x.com/CBP/status/1885466892887842829,"Our @CBPAMO agents are continuously on the frontline safeguarding our nation.

https://x.com/CBPAMO/status/1884723269170868557",CBPAMO,2025-01-29T22:00:18.000Z,1884723269170868557,https://x.com/CBPAMO/status/1884723269170868557,"Convicted #Murderer caught in smuggling attempt off the coast of southern #California!

ARELLANO-Mejia is being charged with 18 USC 1326(Reentry after Formal Removal), a felony offense.

Full Details: https://bit.ly/4hD04AP https://t.co/l1nQmOiiys",3_1884723248048283648,photo,https://github.com/vidproject/x/releases/download/media-CBPAMO/3_1884723248048283648.jpg,0
CBP,core,2025-02-03T18:50:12.000Z,1886487366887436461,https://x.com/CBP/status/1886487366887436461,"At CBP we will continue to keep America's borders secure, ensuring the safety of our nation and its people.

https://x.com/DHSgov/status/1886433639233102210",DHSgov,2025-02-03T15:16:42.000Z,1886433639233102210,https://x.com/DHSgov/status/1886433639233102210,Thank you to our @CBP agents and officers who risk their lives every day to secure the border. https://t.co/RHSfVgYxoR,3_1886432739261394944 3_1886432992224006144,photo photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0002/3_1886432739261394944.jpg https://github.com/vidproject/x/releases/download/media-DHSgov-0002/3_1886432992224006144.jpg,8
CBP,core,2025-02-03T20:15:13.000Z,1886508764955594772,https://x.com/CBP/status/1886508764955594772,"CBP is grateful for the men and women of the @USCG for their heroic efforts in responding to the aircraft collision over the Potomac.

 https://x.com/USCG/status/1886219195269939301",USCG,2025-02-03T01:04:35.000Z,1886219195269939301,https://x.com/USCG/status/1886219195269939301,"Thank you to everyone who has expressed concern for the wellbeing of our U.S. Coast Guard responders as they continue to work closely with our partners following the aircraft collision over the Potomac.

We could not complete our mission to bring closure for the families affected by this tragedy without your support.

The Coast Guard is dedicated to ensuring our members have 24/7 access to both Coast Guard Chaplains as well as our Critical Incident Stress Management (CISM) team members who are trained to provide Psychological First Aid during major incidents.

Thank you again and #SemperParatus

@uscgmidatlantic @uscglantarea #coastguard",3_1886219111279042560 3_1886219132061855744 3_1886219153058451456 3_1886219174038355968,photo photo photo photo,   ,7
CBP,core,2025-02-09T20:10:12.000Z,1888681828711563633,https://x.com/CBP/status/1888681828711563633,The eye in the sky for #SBLIX! https://x.com/CBPAMO/status/1887518197458317459,CBPAMO,2025-02-06T15:06:21.000Z,1887518197458317459,https://x.com/CBPAMO/status/1887518197458317459,"AMO crews will be airborne prior and during #SuperBowl to protect the American people from potential terrorist attacks and other criminal acts, while also providing a video feed to law enforcement personnel on the ground, increasing situational awareness and officer safety. https://t.co/453h1b68XG",13_1887518127996514304,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1887518127996514304.mp4,4
CBP,core,2025-02-11T23:05:12.000Z,1889450642697011249,https://x.com/CBP/status/1889450642697011249,"Mission complete! 🏈

https://x.com/DHSgov/status/1889101944737669138",DHSgov,2025-02-10T23:59:36.000Z,1889101944737669138,https://x.com/DHSgov/status/1889101944737669138,"Secure the @SuperBowl? Accomplished. ✅ Thanks to all the DHS, NFL, and federal, state, and local partners who joined efforts to get it done. https://t.co/VamdLbelfo",13_1889101796531920896,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0002/13_1889101796531920896.mp4,6
CBP,core,2025-02-18T23:00:48.000Z,1891986253307908495,https://x.com/CBP/status/1891986253307908495,"CBP remains committed to securing our borders and enforcing U.S. immigration laws.

https://x.com/DHSgov/status/1891668421814755767",DHSgov,2025-02-18T01:57:51.000Z,1891668421814755767,https://x.com/DHSgov/status/1891668421814755767,"Under President Trump, America’s borders are closed to lawbreakers.
We are announcing a national and international ad campaign that warns illegal aliens to leave our country NOW or face deportation with the inability to return to the US.

We are sending a warning to criminal  illegal aliens: do not come to America or we will hunt you down and deport you.",13_1891668332765454336,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0002/13_1891668332765454336.mp4,74
CBP,core,2025-02-27T15:30:24.000Z,1895134395893203255,https://x.com/CBP/status/1895134395893203255,"You can run, but you can't hide. We have eyes on land, in the air, and at sea. 👀

https://x.com/CBPAMO/status/1894401308725051650",CBPAMO,2025-02-25T14:57:22.000Z,1894401308725051650,https://x.com/CBPAMO/status/1894401308725051650,"CAUGHT!
On Feb. 17, an AMO MEA crew detected a vessel northeast of the Dominican Republic. The crew contacted the USCG maintaining surveillance of the vessel and vectored a USCG small boat onto the vessel for the interdiction.

5 men and 16 bales of suspected cocaine detained. https://t.co/OgMFE0WwZL",13_1894401211547136000,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1894401211547136000.mp4,0
CBP,core,2025-02-28T23:00:34.000Z,1895610072832643241,https://x.com/CBP/status/1895610072832643241,"Different than our CBP land partners, @CBPAMO has a unique call-of-duty, using watercraft and aircraft to protect America's borders. They are unstoppable!

Learn more about AMO here 👉 https://go.dhs.gov/ZUg

https://x.com/CBPAMO/status/1894734112285425772",CBPAMO,2025-02-26T12:59:49.000Z,1894734112285425772,https://x.com/CBPAMO/status/1894734112285425772,"Don’t Count the Days, Make the Days Count…
#BorderSecurity #WakeWednesday https://t.co/L9Y6tRY2gt",13_1894734021143240704,video,https://github.com/vidproject/x/releases/download/media-CBPAMO/13_1894734021143240704.mp4,1
CBP,core,2025-03-04T16:50:13.000Z,1896966422015750596,https://x.com/CBP/status/1896966422015750596,"We are taking back our communities and making America SAFE again.

https://x.com/DHSgov/status/1896729139836555527",DHSgov,2025-03-04T01:07:21.000Z,1896729139836555527,https://x.com/DHSgov/status/1896729139836555527,"President Trump and Secretary Noem have a clear message for illegal aliens: LEAVE NOW.

This Administration is making America SAFE again by empowering @ICEgov to remove the worst of the worst from our communities. https://t.co/erzDtCWfUg",13_1896729055472283648,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0005/13_1896729055472283648.mp4,37
CBP,core,2025-03-04T18:15:15.000Z,1896987818921980004,https://x.com/CBP/status/1896987818921980004,"We're in the air, on the water, and on the ground with @DHSgov and @CityofNOLA keeping everyone safe while they celebrate.

https://x.com/DHSgov/status/1895853372260946389",DHSgov,2025-03-01T15:07:21.000Z,1895853372260946389,https://x.com/DHSgov/status/1895853372260946389,We are working alongside the @CityofNOLA and state law enforcement to secure Mardi Gras. @Sec_Noem is making sure the law enforcement on the ground has what they need to keep America safe. https://t.co/N1RiojdM60,3_1895853288270024705 3_1895853308847292416 3_1895853329718116352 3_1895853350790340608,photo photo photo photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0005/3_1895853288270024705.jpg https://github.com/vidproject/x/releases/download/media-DHSgov-0005/3_1895853308847292416.jpg https://github.com/vidproject/x/releases/download/media-DHSgov-0005/3_1895853329718116352.jpg https://github.com/vidproject/x/releases/download/media-DHSgov-0005/3_1895853350790340608.jpg,2
CBP,core,2025-03-04T22:01:11.000Z,1897044679121686675,https://x.com/CBP/status/1897044679121686675,"We commend the efforts of Border Patrol in enhancing border security and safeguarding children from exploitation.

https://x.com/USBPChief/status/1897009517969146325.",USBPChief,2025-03-04T19:41:28.000Z,1897009517969146325,https://x.com/USBPChief/status/1897009517969146325,"Under President Trump’s strong leadership and with Secretary Noem’s direction, the United States Border Patrol’s efforts to secure the border led to an 75% reduction in the number of unaccompanied children crossing our nation’s borders.

Deterrence through enhanced enforcement works. These actions protect countless children from being exploited and harmed by smuggling organizations and dangerous human traffickers.",3_1897009407847751680,photo,,3
CBP,core,2025-03-10T12:44:39.000Z,1899078950770331759,https://x.com/CBP/status/1899078950770331759,"Good work to our partner @ICEgov for the work they did last Thursday arresting these dangerous individuals. @DHSgov considers them to be the worst of the worst criminal aliens.

https://x.com/DHSgov/status/1898149328822128920 https://t.co/2W86uobqig",DHSgov,2025-03-07T23:10:40.000Z,1898149328822128920,https://x.com/DHSgov/status/1898149328822128920,"🧵Here are some of the worst of the worst criminal aliens @ICEgov took off of America's streets yesterday ⬇️

Axel Ramirez-Hernandez, a Guatemalan national, was arrested by ICE New York City on convictions of sexual assault of a victim under 16 years old. https://t.co/ehyOQ8kvpK",3_1898143946980605952,photo,https://github.com/vidproject/x/releases/download/media-DHSgov-0005/3_1898143946980605952.jpg,35
CBP,core,2025-03-10T19:15:17.000Z,1899177255705719206,https://x.com/CBP/status/1899177255705719206,"Unlawful aliens present in the U.S. or those aliens whose parole has been revoked can now voluntary notify the U.S. Government of their intent to depart the United States through the CBP Home app.

https://x.com/DHSgov/status/1899103815262953945",DHSgov,2025-03-10T14:23:27.000Z,1899103815262953945,https://x.com/DHSgov/status/1899103815262953945,"Today, @Sec_Noem announced that we are launching the CBP Home app with a self-deportation reporting feature.
We are giving illegal aliens the option to leave now and self-deport, so they may still have the opportunity to return and live the American dream. https://t.co/5gViOUAcjE",13_1899097070956421120,video,https://github.com/vidproject/x/releases/download/media-DHSgov-0005/13_1899097070956421120.mp4,92
CBP,core,2025-03-11T13:20:11.000Z,1899450279591899450,https://x.com/CBP/status/1899450279591899450,"Border security is a shared responsibility. Strong partnerships are key to securing our borders and protecting our communities.

 https://x.com/USBPChief/status/1899422841474580797",USBPChief,2025-03-11T11:31:09.000Z,1899422841474580797,https://x.com/USBPChief/status/1899422841474580797,"Strengthening Partnerships!
Great meeting with Mexican government counterparts along the California border to explore joint efforts aimed at enhancing border security and safety on both sides. The dialogue and cooperation address not only migration, but disrupting the smuggling of narcotics, weapons, and currency. Together we can bring security to the dangerous border region. #BinationalCollaboration",3_1899422807056142336 3_1899422806988980225 3_1899422806833803264 3_1899422806980358144,photo photo photo photo,   ,2
